"Index","N","HS","WHS","RM","GARCH-N","GARCH-t","GARCH-fhs","eGARCH-N","eGARCH-t","eGARCH-fhs","apARCH-N","apARCH-t","apARCH-fhs","CAViaR-SAV","CAViaR-AS","CAViaR-IG","CAViaR-AD"
1996-02-27,-0.0392415613902285,-0.0424114379454981,-0.0383718331775108,-0.0487809728325988,-0.0473777952598524,-0.049818124571218,-0.050538390547069,-0.0357689806070968,-0.0427614868259905,-0.0379420926963672,-0.0354054769468463,-0.0430897254184323,-0.0372821872326404,-0.0399384971153036,-0.0411403525660233,-0.0406735887935583,-0.0483290367369709
1996-02-28,-0.0392566891589946,-0.0424114379454981,-0.0383711821400699,-0.0503992139378733,-0.0482232524089099,-0.051228444379123,-0.0514153643692901,-0.0366560668739535,-0.0443034431308325,-0.0388943732202966,-0.0362949465790311,-0.0442539526759382,-0.0381864034974814,-0.0488859523509821,-0.0364899689127876,-0.0441748892018518,-0.0483428400883078
1996-02-29,-0.0392504146229434,-0.0424114379454981,-0.0383705245264933,-0.049245519839116,-0.0476151960461107,-0.0504646048776735,-0.0507667097355574,-0.0371419866923676,-0.0443270314434277,-0.0394095218781384,-0.0370289592778419,-0.0446375749242857,-0.0389550600049679,-0.0399110311190549,-0.0439665440280983,-0.0397065696464778,-0.0483608409484751
1996-03-01,-0.0393334416280814,-0.0424114379454981,-0.0383698602703554,-0.0524272339728332,-0.0492924071296891,-0.053020993341359,-0.0525174802258244,-0.0437180348986019,-0.0501021859523836,-0.0462254084981339,-0.0425067316600867,-0.0494107065104125,-0.0447338296542281,-0.0515781319791078,-0.0503729614968297,-0.0464166732813831,-0.048379431152333
1996-03-04,-0.0394244535967064,-0.0424114379454981,-0.0383691893045594,-0.0551143646282684,-0.0507962367378465,-0.0550770392565781,-0.0540913625658114,-0.0493157870398513,-0.0550093566671276,-0.0520523711989526,-0.0474978097154585,-0.0539469158067354,-0.0500385459309045,-0.0489816404461102,-0.0474979153171816,-0.044429351472494,-0.0483980189608212
1996-03-05,-0.0394502664568754,-0.0424114379454981,-0.0383685115613312,-0.0543141160100309,-0.0503939216439999,-0.0545287148539578,-0.0536619945625539,-0.0502437909190399,-0.055566692226433,-0.0530178112768644,-0.0489737954270326,-0.0549901044486361,-0.0516088265159957,-0.0421788951677022,-0.0415690751876139,-0.0404062251919395,-0.0484141216448378
1996-03-06,-0.0394618579194831,-0.0424114379454981,-0.0383678269722118,-0.0544725966531153,-0.050470444347016,-0.0546424381882258,-0.0537204434276115,-0.0495269213834133,-0.0553832425651907,-0.0522635184862779,-0.048467529910959,-0.0549557485718713,-0.051072079410496,-0.0462261815102765,-0.0366427448395061,-0.0428813837217527,-0.0484281686370516
1996-03-07,-0.0394871105405354,-0.0424114379454981,-0.0383671354680508,-0.0536890505133548,-0.0500278169792115,-0.0540083389364398,-0.0532415080232987,-0.0503927991043088,-0.055768438077529,-0.0531842068590271,-0.049885091229601,-0.0556502850395921,-0.0524846383701201,-0.0426916261492377,-0.0459240513987268,-0.0409648633054579,-0.0484467605696209
1996-03-08,-0.0394846047884393,-0.0424114379454981,-0.0383664369789992,-0.0520570106193317,-0.0490442448225055,-0.0527927778380474,-0.0521720797377822,-0.0480601527548207,-0.0530747306377492,-0.0507882200520008,-0.0473283221353002,-0.052901265450034,-0.0497327823569804,-0.0376773249085233,-0.0362362837850679,-0.0402053939149798,-0.0484622280029378
1996-03-11,-0.0395319466886367,-0.0424114379454981,-0.0383657314345027,-0.0524201354290451,-0.0492300925604173,-0.0530542662501562,-0.0523530608186816,-0.0505909118785963,-0.0551191411275551,-0.0534499263288028,-0.0500909032598742,-0.0551371250270149,-0.05263601102676,-0.0472856098564245,-0.0489731463733054,-0.0430132504761525,-0.0484784346984588
1996-03-12,-0.0395443176833244,-0.0424114379454981,-0.0383650187632941,-0.052925849944051,-0.0494916485394807,-0.0533911393680904,-0.0526149674183445,-0.0499207921311425,-0.0550272325933885,-0.0527378408872589,-0.0496043632545596,-0.0551317442658377,-0.0521180087189744,-0.0457121080976183,-0.0336734328352179,-0.0427621758018191,-0.0484954842308084
1996-03-13,-0.0395893990891741,-0.0424114379454981,-0.0383642988933865,-0.0533968546505029,-0.0497409295355128,-0.0537107347107359,-0.0528631484993974,-0.0525273171165212,-0.057101674230942,-0.0554992161264154,-0.0524893076573789,-0.0573350232782641,-0.0550815625062938,-0.0460274054387731,-0.0502805898471601,-0.0426161338097136,-0.0485112134933335
1996-03-14,-0.039587157505263,-0.0424114379454981,-0.0383635717520656,-0.0523918110269238,-0.0491817324971649,-0.0530200316117676,-0.0522602801411022,-0.0508880286471249,-0.0557524070243162,-0.0537988254673579,-0.0510485048495321,-0.0560114839586909,-0.0535788695289462,-0.0416980650576497,-0.0336842445285623,-0.0412413425396303,-0.0485265350212256
1996-03-15,-0.0395817829096067,-0.0424114379454981,-0.0383628372658829,-0.0510312098034258,-0.0483502594856116,-0.0519402774449915,-0.0513545495479911,-0.0490068307575861,-0.053791848138107,-0.0518460522781954,-0.0492054879281353,-0.0542167907738417,-0.0515306486936834,-0.040590123282583,-0.0406939537833989,-0.0406117435044091,-0.0485437932372227
1996-03-18,-0.0395957625140168,-0.0424114379454981,-0.0383620953606479,-0.0515413672506572,-0.0486008061207882,-0.0522833531523154,-0.0516041333231116,-0.0483729692511728,-0.0538055783404731,-0.051170352480862,-0.0487826928445374,-0.0542121285493393,-0.051097921300747,-0.0468636752508083,-0.0369302157548003,-0.0429771453197502,-0.0485572952297407
1996-03-19,-0.0396403381623199,-0.0424114379454981,-0.0383613459614205,-0.0546577137494774,-0.0503120597281692,-0.0545355343818256,-0.0533926114340456,-0.0488375821735694,-0.0552129359931027,-0.0515915171470238,-0.0494054983522759,-0.0556603385257758,-0.0517817433912887,-0.0504484912670789,-0.037736076525698,-0.0458246755434288,-0.0485711521188739
1996-03-20,-0.0396833324418791,-0.0424114379454981,-0.038360588992504,-0.0546358390326014,-0.0503215655640093,-0.054541154914795,-0.053388249352094,-0.0510300387994464,-0.0568593686946136,-0.0538998518674007,-0.0517826863395799,-0.0574174024578279,-0.054266502885994,-0.0441007098351892,-0.0478571386966432,-0.0410573705152523,-0.048590330629815
1996-03-21,-0.0397513550854515,-0.0424114379454981,-0.0399357229665107,-0.0576213675400285,-0.0522959584162271,-0.0571554412900274,-0.0554906242139744,-0.0568207794680737,-0.0620390755241291,-0.0598483430485392,-0.0570835692718447,-0.0625284484157433,-0.0600270685593988,-0.0513509774392154,-0.0494145489676403,-0.0466524030210452,-0.0486081955036929
1996-03-22,-0.0397801442896343,-0.0424114379454981,-0.0399326526583741,-0.0568341613976626,-0.0518514489135225,-0.0565498585975832,-0.0549996868294723,-0.0572797718885315,-0.0621465325115683,-0.0603505663140438,-0.0582844954106765,-0.063001798604887,-0.0612971724488951,-0.042098176057442,-0.0412814730065884,-0.0392639747616808,-0.0486248107410336
1996-03-25,-0.0397717706880298,-0.0424114379454981,-0.039929551337024,-0.0551903332535952,-0.0509425312058226,-0.0553304410533931,-0.054025485533945,-0.0553204890281899,-0.0598152343891309,-0.0583086204765897,-0.0565371907935327,-0.0607889233905584,-0.0594885686126584,-0.0393659284162317,-0.0400591597726318,-0.040604881924747,-0.0486418155368933
1996-03-26,-0.0399082773148022,-0.0429754973198301,-0.0494370308862013,-0.0604452183612215,-0.0540549140359358,-0.0593889879157091,-0.0572883853918869,-0.0626251619265553,-0.0663893308157173,-0.0658854491526069,-0.0630282738970141,-0.0668649562540585,-0.0663476276321997,-0.0557859554941869,-0.0617042719805616,-0.050328239378085,-0.0493526322285513
1996-03-27,-0.0399124326792005,-0.0429754973198301,-0.0494314905460182,-0.0595167697332099,-0.0535269331255015,-0.0586573184021604,-0.0567172456106093,-0.0604251994153818,-0.0646320714753509,-0.0636043214727955,-0.0611937200284081,-0.0653206893037836,-0.0644236355812194,-0.0411680502685846,-0.0513325056149879,-0.0451653233300467,-0.0493634283186844
1996-03-28,-0.0399103431731142,-0.0429754973198301,-0.0494258942428029,-0.057760711312965,-0.0525279957782238,-0.0572783482940011,-0.0556405264596566,-0.0574501446284683,-0.0615668732698479,-0.060527057811545,-0.0579512934994861,-0.0622134092841282,-0.0610604094678884,-0.039256216445105,-0.0421664600257093,-0.0419652156414134,-0.0493730216105625
1996-03-29,-0.0399237278628583,-0.0429754973198301,-0.0494202414112723,-0.0565328140844324,-0.0518235640258458,-0.0563112745557704,-0.0548810638448983,-0.0569857946197281,-0.060867122282527,-0.0600719900602625,-0.0581093221889602,-0.0616786220824847,-0.0612559213717944,-0.0429217531117012,-0.047367270728786,-0.0414738246219581,-0.0493860086456804
1996-04-01,-0.0399251070309072,-0.0429754973198301,-0.0494145314804333,-0.0553537605535052,-0.0511451895923903,-0.0554959456389278,-0.0541520165759073,-0.0549386422609214,-0.0590052185428237,-0.0579453222717065,-0.0561550448703509,-0.0601377296787458,-0.0592184246069655,-0.0421531474653413,-0.0421720010682786,-0.0412957496999048,-0.0493971162073761
1996-04-02,-0.0399278913789159,-0.0429754973198301,-0.0494087638735252,-0.0538558444314459,-0.0503243736349928,-0.0542614806193334,-0.0532622373224563,-0.0536068561184862,-0.0573865648986582,-0.0565776337641985,-0.0552093313106633,-0.0585450437498437,-0.0582129783677301,-0.0402675225656232,-0.0428330853401176,-0.04069816608293,-0.0494083179746369
1996-04-03,-0.0400519817771314,-0.0429754973198301,-0.0494029380079615,-0.0635659052754076,-0.0559529830440693,-0.0616153563639239,-0.0591569409437274,-0.0557951379513369,-0.0617374351222426,-0.0586420932730645,-0.0572306044798341,-0.0625534368392618,-0.0602501192002469,-0.0607633080836158,-0.0349084788956645,-0.0552603695198508,-0.049414161657438
1996-04-04,-0.0400543165457165,-0.0429754973198301,-0.0493970532952709,-0.0624684084899321,-0.0554340882084896,-0.0609124815137902,-0.0586067413516753,-0.054252547302041,-0.0605228439123772,-0.0570163192720888,-0.0557673106211006,-0.0614292096351444,-0.0587025250810064,-0.0399923381505142,-0.0402600528511895,-0.0472216469872933,-0.049425437821854
1996-04-08,-0.0400683827879857,-0.0429754973198301,-0.0493911091410379,-0.061321084754931,-0.0547862098764709,-0.0600800903727103,-0.0579045729904462,-0.0546843023760823,-0.0604910249184576,-0.0574904279146007,-0.0566266735407918,-0.0616687147733921,-0.0596714311766802,-0.0439781057566425,-0.0445517785202574,-0.0438458273309622,-0.0494384649765409
1996-04-09,-0.040069755735552,-0.0429754973198301,-0.049385104944843,-0.0599636847320506,-0.0541079269394133,-0.0590710952057111,-0.0571909391033652,-0.052870481165143,-0.0588843214495664,-0.0556017878679686,-0.0548549684508952,-0.0601518414503311,-0.0577968270109871,-0.0419805983273867,-0.0361339785649815,-0.0421733831754151,-0.0494493153201453
1996-04-10,-0.0400861517561433,-0.0429754973198301,-0.0493790401002017,-0.0585817885695395,-0.0532829619924884,-0.0580295203300264,-0.0562855070357623,-0.052560362521551,-0.0581212590686044,-0.0553204588077974,-0.0549323846380255,-0.0597273056339715,-0.0578576563194056,-0.042021817559733,-0.044787235765472,-0.0414288003715389,-0.0494623657288146
1996-04-11,-0.0401102666346781,-0.0429754973198301,-0.0493729139945034,-0.0575272528058035,-0.0527692209704309,-0.05729696877106,-0.0557378692855748,-0.0530143280610471,-0.0581697178482391,-0.0558064664904368,-0.0558149470284261,-0.0599583321976989,-0.0587917326052389,-0.0432341974274266,-0.0452122537952209,-0.0415918381619985,-0.0494744344472405
1996-04-12,-0.0401090813795379,-0.0429754973198301,-0.0493667260089495,-0.056253211095797,-0.0520507953042944,-0.0563403554829889,-0.0549625764103585,-0.0511767945291544,-0.0565188145869975,-0.0539162276275716,-0.0538880465695975,-0.0581254262407448,-0.0567433835662644,-0.041827154918199,-0.0410210771863013,-0.0412519572323125,-0.0494853764896292
1996-04-15,-0.0402687392198371,-0.0430382035804346,-0.052632921302748,-0.062182086270977,-0.0553897980035595,-0.0607343609360366,-0.0584365297096607,-0.0595969472448035,-0.0639915676849343,-0.0625928809638133,-0.0609533309430499,-0.0648330343782434,-0.0641533520051128,-0.0567518316765674,-0.0575649252866266,-0.0513993557712054,-0.0506715852470367
1996-04-16,-0.0402795630623897,-0.0430382035804346,-0.0526190179541453,-0.0617285589992374,-0.0551703636814669,-0.0604266155964892,-0.0581779046629667,-0.058107233770361,-0.0631153863677755,-0.061034768574303,-0.0596421569764297,-0.0640803872758151,-0.0627795547190966,-0.0431434598336663,-0.0457075882390165,-0.0466627716319326,-0.0506926902940545
1996-04-17,-0.0402801748664233,-0.0430382035804346,-0.0526049741676779,-0.0602360119295868,-0.0543732528371175,-0.0593230233265363,-0.0573278540860617,-0.0558698959344351,-0.061067890083994,-0.058716648628739,-0.0575235932944267,-0.0622199727336069,-0.06055945233601,-0.042261852348606,-0.0431911844881337,-0.0433192558393796,-0.0507119557625423
1996-04-18,-0.0407274129184042,-0.0438254795400297,-0.0929346220005702,-0.0788354044099069,-0.0664166706998053,-0.0740502597729261,-0.0699769296251923,-0.074283535566718,-0.0773307654802234,-0.0779531613669972,-0.0712072158293817,-0.0757356773126946,-0.0749603345821077,-0.0851860110589223,-0.0723465309549089,-0.0767543911266374,-0.0524773562989015
1996-04-19,-0.0407273293481366,-0.0438254795400297,-0.059187960537017,-0.0764457155959194,-0.0648950842811699,-0.0718439524527554,-0.0683492571838823,-0.0700796155188054,-0.0730087594082101,-0.0735212265994245,-0.0671314940906351,-0.0716188892332572,-0.0706487180627832,-0.0763267736537595,-0.0614648142477822,-0.072677843770117,-0.0524902847149689
1996-04-22,-0.0407297403558629,-0.0438254795400297,-0.0589086027387081,-0.0741199597514038,-0.0635462257506303,-0.0698902401892845,-0.0669047067821473,-0.0663342272576524,-0.0691403058073772,-0.0696107955563327,-0.0634480027877077,-0.0678784670970584,-0.0668438027376768,-0.0683073304986917,-0.0602357543448918,-0.0695165661890371,-0.0525031351925274
1996-04-23,-0.0407302356342911,-0.0438254795400297,-0.0586264231444567,-0.0725615073275066,-0.0626630667878892,-0.0688292504474723,-0.0659511739739493,-0.0639947715866429,-0.0674119903102587,-0.0671362196623718,-0.0617040521673903,-0.0664478196205726,-0.0649996687439953,-0.0664277259321571,-0.0309714678945438,-0.0663808616859071,-0.0525143380303373
1996-04-24,-0.0407344494193155,-0.0438254795400297,-0.0583413932512734,-0.0703635593291339,-0.0613901926483485,-0.0669582462128,-0.0646145388276426,-0.0609528412866645,-0.0640966714822957,-0.0639504930181505,-0.0588646177638391,-0.0633929878291526,-0.0620176010291066,-0.0602759626088003,-0.061702129094055,-0.0644060422461804,-0.0525271027556368
1996-04-25,-0.0407300884724031,-0.0438254795400297,-0.05805348426826,-0.0682330228877383,-0.0601887733777641,-0.0652969518996714,-0.0633932968033734,-0.0581706553419236,-0.0611582386461896,-0.0610078932102269,-0.0563853781693339,-0.0606507048371629,-0.0594144227054334,-0.0550934634278017,-0.0438481012753556,-0.0617720600109383,-0.0525433006227999
1996-04-26,-0.0407300686734243,-0.0438254795400297,-0.057762667113701,-0.06663050680682,-0.0594155826599374,-0.064241636407928,-0.0625875957023911,-0.0562035535853389,-0.0596015302094814,-0.0589752930593953,-0.0545941961467578,-0.059218209244803,-0.0575499629750102,-0.0540131800984712,-0.0395542037120244,-0.0598437765155139,-0.0525543238480686
1996-04-29,-0.0407364999502526,-0.0438254795400297,-0.0574689124121263,-0.0646545183010247,-0.0582885663842426,-0.0627558979256947,-0.0614492705156492,-0.0541201755262245,-0.0573182505053297,-0.0568062097584968,-0.0529201702396451,-0.0570475319220373,-0.0558304048943965,-0.0503118831895183,-0.040783358092196,-0.0575379144421172,-0.0525677612918614
1996-04-30,-0.0407364729906399,-0.0438254795400297,-0.0571721904913438,-0.0628539997543534,-0.0572945244784883,-0.0614889958925068,-0.0604415563698224,-0.0519392102154023,-0.0552622814279375,-0.0545585888078482,-0.0508310044572675,-0.0552937718687132,-0.0536752569572638,-0.0482267806525573,-0.056795188300569,-0.0534169966762438,-0.0525820087727316
1996-05-01,-0.040744720587986,-0.0438254795400297,-0.0568724713794422,-0.0611131632351001,-0.0562723387004361,-0.0601178812281812,-0.0594482608525591,-0.0507338153139372,-0.0537673284291163,-0.0533675109353243,-0.0501287358080939,-0.0538959615411031,-0.0530453215162813,-0.0464201613320841,-0.0438658906894366,-0.0527272169733746,-0.0525952270868401
1996-05-02,-0.0407098429123976,-0.0438254795400297,-0.0565697248017638,-0.059255081644485,-0.0553573509833224,-0.0589789076132768,-0.0584823560935481,-0.0484184577323452,-0.0513803503029625,-0.0509468813169007,-0.0474280793679368,-0.0507849302985903,-0.0501884571540622,-0.0428363708689379,-0.0508259530159399,-0.0500075468144095,-0.0526090548005808
1996-05-03,-0.0406903772537196,-0.0438254795400297,-0.0562639201778463,-0.0574499331475165,-0.0545099525425633,-0.057679104235863,-0.0575569819836444,-0.0460798910750456,-0.0489343947583275,-0.0484823865576981,-0.0440199415213721,-0.0467664689743759,-0.0470465407309436,-0.0394137179820186,-0.0388144887072222,-0.0462263764647216,-0.0526223373697605
1996-05-06,-0.0406913754731894,-0.0438254795400297,-0.0559550266183337,-0.0557153934988288,-0.0534312923331293,-0.0565262506353206,-0.0564975090565553,-0.0439829072248974,-0.0466684519599697,-0.0463189753966924,-0.0416514899045895,-0.0440697061912853,-0.04459555339073,-0.0371800446649996,-0.0435210559254637,-0.0456199477060889,-0.0526359750610763
1996-05-07,-0.0406959984545868,-0.0438254795400297,-0.0556430129218562,-0.0543457610382207,-0.0526858997809644,-0.0555765143043035,-0.0557331672611265,-0.0439769119458019,-0.0465355026529688,-0.0463197625982781,-0.0422852420195529,-0.0444411021317605,-0.0452722829428102,-0.0376976616998807,-0.0501973089964627,-0.0472478373509269,-0.0526498169805273
1996-05-08,-0.040704409562853,-0.0438254795400297,-0.0553278475718791,-0.0530334179701477,-0.0519718810833422,-0.0544131746461941,-0.0550044418753255,-0.0437875656385335,-0.0464153127859302,-0.0461904220736983,-0.0428950018308178,-0.0444440637808653,-0.0459328285618626,-0.0381739000698096,-0.0428547299074295,-0.0438054531262406,-0.0526635949463872
1996-05-09,-0.0407068541420876,-0.0438254795400297,-0.0537785360639061,-0.051417806412777,-0.0511185436930566,-0.0531955243607245,-0.054131671443976,-0.0416671803959058,-0.0438995293400037,-0.043901843207346,-0.0397647593383811,-0.0414182777863734,-0.0422102895975316,-0.0354329791551364,-0.041021428138931,-0.0441378856137314,-0.0526768423203956
1996-05-10,-0.0407064719947502,-0.0438254795400297,-0.0537618756452948,-0.0502140692502221,-0.0502292227727029,-0.0523907149692372,-0.0532631112903622,-0.040530394060855,-0.0432590597011848,-0.0426463583057272,-0.0387589839473837,-0.0410267806110513,-0.0410418591058562,-0.0362500079255846,-0.0403226592674507,-0.0409348253139932,-0.0526895254743456
1996-05-13,-0.0407111299875422,-0.0438254795400297,-0.0537450469396268,-0.0487987357321487,-0.0494828785992258,-0.050990214563486,-0.0524997827803475,-0.0397380563926798,-0.0421868817328467,-0.0418130347004222,-0.0384167624433357,-0.0404414466355364,-0.0405185583870053,-0.0354953286385444,-0.0412885632299901,-0.0399487188510972,-0.0527049346668815
1996-05-14,-0.04070948828327,-0.0438254795400297,-0.0537280482470329,-0.0477781751349281,-0.0489163385690202,-0.0502834430613469,-0.051919477917654,-0.0389317736732309,-0.0418055277066715,-0.0409713703635936,-0.037638592513472,-0.0402709432100829,-0.0395696607917145,-0.0366404163024477,-0.0391055505621505,-0.0400555975802931,-0.0527175602417639
1996-05-15,-0.0406859279499259,-0.0438254795400297,-0.0537108778504733,-0.0466214962176258,-0.0483017450608131,-0.0495515090849734,-0.0512723903527911,-0.0378239710526377,-0.0410560205997364,-0.0397741359881377,-0.036754676873578,-0.0397867106020083,-0.0387937760409998,-0.0369166576376935,-0.0410465937750646,-0.0409818446926053,-0.0527298206730827
1996-05-16,-0.0406864605962435,-0.0438254795400297,-0.0536935340155647,-0.0452439035981595,-0.0471169195972353,-0.048061358745402,-0.0500948458637706,-0.0363761167592645,-0.0396155867051001,-0.038276502032538,-0.0348635893090025,-0.0379537855084929,-0.0367516817012111,-0.0353925399186304,-0.0367902199806518,-0.0391804025748465,-0.0527415071045323
1996-05-17,-0.0406908987754574,-0.0438254795400297,-0.0536760149904045,-0.0439095764251402,-0.0464173176371073,-0.0467126887008647,-0.0493768825077377,-0.035420574653968,-0.0384919024412838,-0.0372795913372517,-0.034204660104012,-0.0369880928416163,-0.0360527004582375,-0.0341377997266625,-0.0376410822271195,-0.0388537647834562,-0.0527556234889669
1996-05-20,-0.0406983248985001,-0.0438254795400297,-0.0536583190053941,-0.0441458263906794,-0.0463932495658918,-0.0474610121389712,-0.0493512798580136,-0.0357462332888272,-0.0397948726781622,-0.0376082067223679,-0.0346178333300909,-0.0384306497482201,-0.0364354252213246,-0.0383037303613979,-0.0362197291702449,-0.0401881011800354,-0.0527678995606239
1996-05-21,-0.0406929999612496,-0.0438254795400297,-0.0536404442730605,-0.0432750985018006,-0.0459002174173655,-0.046914453378301,-0.0488518621387907,-0.0351846767858272,-0.0395601295807198,-0.0370206684685835,-0.0341273668417464,-0.0383788892220298,-0.0359182694709622,-0.0387000647385739,-0.0351705238749689,-0.042367683570373,-0.0527822470815296
1996-05-22,-0.0407006823287438,-0.0438254795400297,-0.0536223889878749,-0.0423482984001512,-0.0451045804258027,-0.0463486780340039,-0.0480462131738263,-0.0356729824554617,-0.0398091703364705,-0.0375050280325995,-0.0351817401576384,-0.0390812812921439,-0.0370342840687114,-0.0389057535201669,-0.038912336423801,-0.0399814071497619,-0.0527935725562586
1996-05-23,-0.0406886386982253,-0.0438254795400297,-0.0536041513260714,-0.0411841633332748,-0.0444827501555718,-0.0451788083870434,-0.0473902438282248,-0.0352820061738302,-0.0392372691302838,-0.0370798818722606,-0.0350145077917089,-0.038768008598924,-0.036970969010049,-0.0376904659269727,-0.0403767879721746,-0.0393048527121866,-0.0528109960223392
1996-05-24,-0.0407000800094,-0.0438254795400297,-0.0535857294454617,-0.0403538836545881,-0.0436014949542538,-0.0446893493946006,-0.0464902663063161,-0.0359191578514577,-0.0396381221210864,-0.0377555405712151,-0.036046174726031,-0.0395095412913705,-0.038103173718537,-0.0380758038586701,-0.0422168654075475,-0.0394175477699684,-0.0528247657908278
1996-05-28,-0.0406980744519439,-0.0438254795400297,-0.0535671214852499,-0.0392117637873291,-0.0429891826463308,-0.0434006437718656,-0.0458576015056603,-0.0353062640416282,-0.0388470847135798,-0.0371064229730308,-0.0357084579352826,-0.0388087873296685,-0.0377542783550219,-0.0368220910528943,-0.0409832463891728,-0.0390110162347146,-0.0528399132857953
